CD_MUN,NM_MUN,SIGLA_UF,AREA_KM2,ng_medio,ng_min,ng_max,n_pontos
3167905,Tabuleiro,MG,211.084,10.055316325,9.61962071,10.49101194,2.0
3168002,Taiobeiras,MG,1220.046,3.077427111428572,2.75326056,3.41792873,7.0
3168051,Taparuba,MG,193.082,4.49998598,4.49998598,4.49998598,1.0
3168101,Tapira,MG,1179.248,8.397060776250001,7.80389372,9.39121143,8.0
3168200,Tapiraí,MG,407.92,7.0720077,6.63396509,7.60195852,3.0
3168309,Taquaraçu de Minas,MG,329.287,5.60598254,5.60598254,5.60598254,1.0
3168408,Tarumirim,MG,731.753,3.7589232125,3.48636702,3.95952063,4.0
3168507,Teixeiras,MG,166.735,5.313500384999999,4.87203117,5.7549696,2.0
3168606,Teófilo Otoni,MG,3242.27,3.9847024776470583,3.30442819,4.88864787,17.0
3168705,Timóteo,MG,144.381,6.47709214,6.47709214,6.47709214,1.0
3168804,Tiradentes,MG,83.047,7.95400734,7.95400734,7.95400734,1.0
3168903,Tiros,MG,2091.774,6.393142036153846,4.90695441,7.74277805,13.0
3169000,Tocantins,MG,173.866,7.74925575,7.74925575,7.74925575,1.0
3169059,Tocos do Moji,MG,114.705,6.49737015,6.49737015,6.49737015,1.0
3169109,Toledo,MG,136.776,8.12834191,8.12834191,8.12834191,1.0
3169208,Tombos,MG,285.124,6.7930911599999995,6.35176276,7.23441956,2.0
3169307,Três Corações,MG,828.038,6.77689691,6.34444014,7.29525359,4.0
3169356,Três Marias,MG,2678.253,6.05489862882353,4.90695441,7.28877589,17.0
3169406,Três Pontas,MG,689.794,6.238938156000001,5.56261013,7.2383625,5.0
3169505,Tumiritinga,MG,500.073,4.2984732349999994,4.2974875,4.29945897,2.0
3169604,Tupaciguara,MG,1822.53,7.757254297,7.24371364,8.41364228,10.0
3169703,Turmalina,MG,1153.111,3.65577291,3.24134104,4.09301754,6.0
3169802,Turvolândia,MG,221.0,6.40949877,6.40949877,6.40949877,1.0
3169901,Ubá,MG,407.452,7.486110993333334,7.28680442,7.84219664,3.0
3170008,Ubaí,MG,820.524,4.3319178725,3.90291118,4.69572512,4.0
3170057,Ubaporanga,MG,189.045,3.38300549,3.38300549,3.38300549,1.0
3170107,Uberaba,MG,4523.957,8.184745551153846,5.93043073,9.5258349,26.0
3170206,Uberlândia,MG,4115.206,7.160219399583333,5.64879168,10.58169972,24.0
3170305,Umburatiba,MG,405.834,3.19247667,2.92111744,3.4638359,2.0
3170404,Unaí,MG,8445.432,6.3605854084782605,4.66474482,7.55689627,46.0
3170438,União de Minas,MG,1147.407,7.22959648875,6.87983599,7.85374384,8.0
3170479,Uruana de Minas,MG,598.221,4.93342848,4.65629565,5.39165522,3.0
3170529,Urucuia,MG,2076.942,5.8398133675,4.40056739,7.09979609,12.0
3170578,Vargem Alegre,MG,116.664,5.2623829,5.2623829,5.2623829,1.0
3170602,Vargem Bonita,MG,409.888,6.886501443333333,6.52637897,7.22428055,3.0
3170651,Vargem Grande do Rio Pardo,MG,491.512,2.62032693,2.43866974,2.80198412,2.0
3170701,Varginha,MG,395.396,6.183060965,6.15799509,6.20812684,2.0
3170750,Varjão de Minas,MG,651.505,8.230633218,7.6810991,8.58093587,5.0
3170800,Várzea da Palma,MG,2220.279,5.325111595454545,4.79993157,5.91944681,11.0
3170909,Varzelândia,MG,814.994,3.259027976,2.94505676,3.72181727,5.0
3171006,Vazante,MG,1913.396,5.345072122,4.97201303,5.76708008,10.0
3171030,Verdelândia,MG,1570.582,3.569985655,2.9309748,4.57293049,10.0
3171071,Veredinha,MG,631.692,3.276827565,2.93491775,3.7184376,4.0
3171105,Veríssimo,MG,1031.823,8.941602847999999,8.60656503,9.05155473,5.0
3171303,Viçosa,MG,299.418,5.926206145,5.46657121,6.38584108,2.0
3171501,Mathias Lobato,MG,172.297,4.90779933,4.90779933,4.90779933,1.0
3171600,Virgem da Lapa,MG,868.914,3.49712563,3.38891991,3.65535045,5.0
3171709,Virgínia,MG,326.515,6.33035819,6.33035819,6.33035819,1.0
3171808,Virginópolis,MG,439.878,8.460112720000001,8.05849543,8.86173001,2.0
3171907,Virgolândia,MG,281.022,5.488116594999999,5.03679001,5.93944318,2.0
3172004,Visconde do Rio Branco,MG,243.351,6.82857768,6.49117409,7.16598127,2.0
3172103,Volta Grande,MG,205.552,10.35103733,10.35103733,10.35103733,1.0
3172202,Wenceslau Braz,MG,102.487,7.60083197,7.60083197,7.60083197,1.0
3200102,Afonso Cláudio,ES,941.188,3.714438328,3.13544476,4.45013586,5.0
3200136,Águia Branca,ES,454.448,3.645633905,3.46186442,4.09836869,4.0
3200169,Água Doce do Norte,ES,473.729,3.655162696666667,3.37737271,3.90713577,3.0
3200201,Alegre,ES,756.86,6.669845910000001,6.21404126,7.13838064,5.0
3200300,Alfredo Chaves,ES,615.677,4.4459112775000005,3.58550397,5.01285069,4.0
3200359,Alto Rio Novo,ES,227.617,3.80997029,3.80997029,3.80997029,1.0
3200409,Anchieta,ES,409.691,4.03711219,3.97472914,4.09949524,2.0
3200508,Apiacá,ES,193.984,6.2208006000000005,5.92395304,6.51764816,2.0
3200607,Aracruz,ES,1420.285,3.467899547142857,2.12351564,4.7554326,7.0
3200706,Atílio Vivácqua,ES,232.868,4.91906489,4.91906489,4.91906489,1.0
3200805,Baixo Guandu,ES,909.039,2.7144647825,2.51837359,3.07996186,4.0
3200904,Barra de São Francisco,ES,944.521,3.8637633525000004,3.29992197,4.46027487,4.0
3201001,Boa Esperança,ES,428.716,2.9702165133333334,2.78367758,3.24415743,3.0
3201100,Bom Jesus do Norte,ES,89.084,6.36049357,6.36049357,6.36049357,1.0
3201159,Brejetuba,ES,354.404,4.780780115000001,4.43577227,5.12578796,2.0
3201209,Cachoeiro de Itapemirim,ES,864.583,5.829979471666667,5.11057945,6.3159946,6.0
3201308,Cariacica,ES,279.718,2.75213401,2.75213401,2.75213401,1.0
3201407,Castelo,ES,663.515,6.0549856075,5.69357229,6.59284579,4.0
3201506,Colatina,ES,1398.219,3.4573984314285715,3.17994373,3.74744642,7.0
3201605,Conceição da Barra,ES,1182.587,2.4385758583333335,2.16407166,2.69580619,6.0
3201704,Conceição do Castelo,ES,369.778,5.80369316,5.63977923,5.96760709,2.0
3201803,Divino de São Lourenço,ES,174.039,6.84350455,6.84350455,6.84350455,1.0
3201902,Domingos Martins,ES,1229.21,3.6101317388888887,2.69242653,4.48900205,9.0
3202009,Dores do Rio Preto,ES,159.298,6.69085618,6.52891372,6.85279864,2.0
3202108,Ecoporanga,ES,2285.369,3.4606205158333334,2.68735702,4.08682148,12.0
3202207,Fundão,ES,286.854,4.119679373333333,3.69844123,4.35043564,3.0
3202256,Governador Lindenberg,ES,360.016,3.43323112,3.30020361,3.5114329,3.0
3202306,Guaçuí,ES,468.185,7.36162653,7.31412341,7.43494656,3.0
3202405,Guarapari,ES,589.825,2.8835890324999998,2.68876522,3.14558376,4.0
3202454,Ibatiba,ES,240.278,5.73807126,5.40404734,6.07209518,2.0
3202553,Ibitirama,ES,330.874,6.36387324,6.36387324,6.36387324,1.0
3202603,Iconha,ES,203.528,4.6422137,4.6422137,4.6422137,1.0
3202652,Irupi,ES,184.807,6.0253431,6.0253431,6.0253431,1.0
3202702,Itaguaçu,ES,535.021,2.8597201233333336,2.7225619,2.93548103,3.0
3202801,Itapemirim,ES,550.71,4.25204973,3.8085621,4.63291961,3.0
3202900,Itarana,ES,295.189,3.08474973,3.08474973,3.08474973,1.0
3203007,Iúna,ES,460.586,6.066086876666667,5.76708008,6.36105685,3.0
3203056,Jaguaré,ES,659.751,2.2230046325,1.18931889,3.21345878,4.0
3203106,Jerônimo Monteiro,ES,177.342,6.16757082,6.16757082,6.16757082,1.0
3203130,João Neiva,ES,284.735,3.8234889699999997,3.67393863,3.97303931,2.0
3203163,Laranja da Terra,ES,458.37,2.827472455,2.79071856,2.86422635,2.0
3203205,Linhares,ES,3496.263,1.984315532,0.84938055,3.76293657,20.0
3203304,Mantenópolis,ES,321.418,3.585785605,3.35850289,3.81306832,2.0
3203320,Marataízes,ES,130.268,3.76490804,3.76490804,3.76490804,1.0
3203353,Marilândia,ES,327.642,3.65619537,3.58353249,3.72885825,2.0
3203403,Mimoso do Sul,ES,869.439,4.72191755,4.04992677,5.21309606,3.0
3203502,Montanha,ES,1099.06,2.128979434,2.06718783,2.20631752,5.0
3203601,Mucurici,ES,540.529,2.287570385,2.21082374,2.36431703,2.0
3203700,Muniz Freire,ES,678.804,6.1380926,5.97746446,6.2633281,3.0
3203809,Muqui,ES,327.268,5.592839389999999,5.38179786,5.76032075,3.0
3203908,Nova Venécia,ES,1439.571,4.839955608888889,3.46101951,6.48441475,9.0
3204005,Pancas,ES,837.842,3.943561086666667,3.72857661,4.33550877,3.0
3204054,Pedro Canário,ES,433.453,2.1818149175,2.16632477,2.19279884,4.0
3204104,Pinheiros,ES,973.136,2.480352318,2.30348299,2.64849083,5.0
3204203,Piúma,ES,74.046,4.35325203,4.35325203,4.35325203,1.0
3204252,Ponto Belo,ES,360.11,2.63187413,2.35305147,2.91069679,2.0
3204302,Presidente Kennedy,ES,594.897,4.3500131799999995,4.21468561,4.48534075,2.0
3204351,Rio Bananal,ES,641.929,3.1599473566666667,2.81155985,3.40609989,3.0
3204401,Rio Novo do Sul,ES,204.464,5.034677725,4.71177855,5.3575769,2.0
3204500,Santa Leopoldina,ES,718.325,3.148231172,2.81127821,3.70322909,5.0
3204559,Santa Maria de Jetibá,ES,735.198,3.1976869900000002,3.0946071,3.38891991,5.0
3204609,Santa Teresa,ES,683.032,3.2236681899999997,3.12164444,3.34836388,4.0
3204658,São Domingos do Norte,ES,298.58,3.63507244,3.63507244,3.63507244,1.0
3204708,São Gabriel da Palha,ES,434.887,4.619494816666666,4.22116331,5.04523919,3.0
3204807,São José do Calçado,ES,273.489,6.94433133,6.94433133,6.94433133,1.0
3204906,São Mateus,ES,2346.049,2.4636182641666666,1.05723018,4.03162023,12.0
3204955,São Roque do Canaã,ES,341.944,3.071231055,3.01631144,3.12615067,2.0
3205002,Serra,ES,547.631,3.156849325,3.08925595,3.2244427,2.0
3205010,Sooretama,ES,587.036,2.8485249699999997,2.561746,3.12108117,4.0
3205036,Vargem Alta,ES,417.76,6.04026997,6.04026997,6.04026997,1.0
3205069,Venda Nova do Imigrante,ES,185.909,5.03960641,5.03960641,5.03960641,1.0
3205101,Viana,ES,312.279,2.40853436,2.40853436,2.40853436,1.0
3205150,Vila Pavão,ES,433.257,5.345748059999999,4.99764219,5.83748985,3.0
3205176,Vila Valério,ES,470.343,3.79743736,3.71702941,3.87784531,2.0
3205200,Vila Velha,ES,210.225,2.505136555,2.48232379,2.52794932,2.0
3205309,Vitória,ES,97.123,2.63638035,2.63638035,2.63638035,1.0
3300100,Angra dos Reis,RJ,813.42,8.59065242,7.80389372,9.24222437,4.0
3300209,Araruama,RJ,638.276,5.266983,3.2489453,6.59453562,3.0
3300308,Barra do Piraí,RJ,584.61,16.484713475,15.44898585,18.08540904,4.0
3300407,Barra Mansa,RJ,547.133,13.43716768,11.85386333,14.85022122,4.0
3300456,Belford Roxo,RJ,78.985,11.34832122,11.34832122,11.34832122,1.0
3300506,Bom Jardim,RJ,382.43,11.795000765000001,11.10836475,12.48163678,2.0
3300605,Bom Jesus do Itabapoana,RJ,596.659,5.77031893,5.67244936,5.8681885,2.0
3300704,Cabo Frio,RJ,413.449,5.072698995,4.29664258,5.84875541,2.0
3300803,Cachoeiras de Macacu,RJ,954.749,12.5564119475,11.99158482,12.91395273,4.0
3300902,Cambuci,RJ,558.281,7.639228756666667,6.62917723,8.93326633,3.0
3300936,Carapebus,RJ,304.885,4.425445503333333,3.92966689,4.96525369,3.0
3301009,Campos dos Goytacazes,RJ,4032.487,4.743568553333334,2.3020748,8.32774236,24.0
3301108,Cantagalo,RJ,747.21,10.107532204,9.51372442,11.07006184,5.0
3301157,Cardoso Moreira,RJ,522.596,5.1504783100000004,4.78697617,5.82340789,3.0
3301207,Carmo,RJ,305.749,10.36286617,9.93083186,10.79490048,2.0
3301306,Casimiro de Abreu,RJ,462.918,7.90049592,7.8405068,7.96048504,2.0
3301405,Conceição de Macabu,RJ,338.26,7.196679925,6.28388775,8.1094721,2.0
3301504,Cordeiro,RJ,113.048,11.05569825,11.05569825,11.05569825,1.0
3301603,Duas Barras,RJ,379.619,11.69192087,11.68882284,11.6950189,2.0
3301702,Duque de Caxias,RJ,467.319,11.36033782,10.91347052,11.96792714,3.0
3301801,Engenheiro Paulo de Frontin,RJ,139.381,14.30468638,14.30468638,14.30468638,1.0
3301850,Guapimirim,RJ,358.443,12.02857342,11.53110497,12.31687793,3.0
3301900,Itaboraí,RJ,429.961,9.420595776666667,7.34116076,10.64844817,3.0
3302007,Itaguaí,RJ,282.606,8.762311426666667,7.07642005,10.73857267,3.0
3302056,Italva,RJ,291.193,6.182920145,6.05012733,6.31571296,2.0
3302106,Itaocara,RJ,433.182,9.518653109999999,9.06563669,9.97166953,2.0
3302205,Itaperuna,RJ,1106.694,7.0122063400000005,6.7147955,7.37326761,4.0
3302254,Itatiaia,RJ,241.035,11.930609969999999,11.17342337,12.68779657,2.0
3302304,Laje do Muriaé,RJ,253.53,7.7436229700000005,7.57069659,7.91654935,2.0
3302403,Macaé,RJ,1216.989,8.206235228571428,6.84632094,9.6210289,7.0
3302452,Macuco,RJ,78.364,10.40173236,10.40173236,10.40173236,1.0
3302502,Magé,RJ,390.775,11.940326514999999,11.65305468,12.22759835,2.0
3302601,Mangaratiba,RJ,367.606,7.478882255,7.38706792,7.57069659,2.0
3302908,Miguel Pereira,RJ,287.933,11.794015025,10.88981284,12.69821721,2.0
3303005,Miracema,RJ,303.27,8.04018889,7.80502028,8.2753575,2.0
3303104,Natividade,RJ,387.073,7.46771057,7.18879403,7.77713801,3.0
3303302,Niterói,RJ,133.757,8.28296176,8.28296176,8.28296176,1.0
3303401,Nova Friburgo,RJ,935.429,12.240835386,11.34465992,12.92071206,5.0
3303500,Nova Iguaçu,RJ,520.581,10.704963743333332,7.67997254,12.4269988,3.0
3303609,Paracambi,RJ,190.949,12.66019594,12.66019594,12.66019594,1.0
3303708,Paraíba do Sul,RJ,571.118,11.433657855,10.00546621,13.44512398,4.0
3303807,Paraty,RJ,924.296,8.354850125,8.12946847,8.51193431,4.0
3303856,Paty do Alferes,RJ,314.341,10.287668545,9.67679344,10.89854365,2.0
3303906,Petrópolis,RJ,791.144,10.5737434125,10.34568619,10.7582874,4.0
3304003,Piraí,RJ,490.255,13.717187306666666,13.33275,14.14443375,3.0
3304102,Porciúncula,RJ,291.847,7.6153363800000005,7.31496833,7.91570443,2.0
3304128,Quatis,RJ,284.826,16.931533835,16.7510032,17.11206447,2.0
3304144,Queimados,RJ,75.927,10.48988539,10.48988539,10.48988539,1.0
3304151,Quissamã,RJ,719.643,2.876280502,1.85905656,3.90009479,5.0
3304201,Resende,RJ,1099.336,13.377474283999998,11.87160659,15.28732504,5.0
3304300,Rio Bonito,RJ,459.458,9.308127915,8.65472531,9.96153052,2.0
3304409,Rio Claro,RJ,846.797,9.900133206,8.20382118,11.37958316,5.0
3304508,Rio das Flores,RJ,478.783,14.81924093,14.14274392,15.49573794,2.0
3304524,Rio das Ostras,RJ,228.044,7.29722506,7.29722506,7.29722506,1.0
3304557,Rio de Janeiro,RJ,1200.329,8.864948744285714,6.37457552,10.4805913,7.0
3304607,Santa Maria Madalena,RJ,810.963,8.285778143333333,7.36904302,9.0188846,3.0
3304706,Santo Antônio de Pádua,RJ,603.633,9.489292235,8.38097215,10.26739053,4.0
3304755,São Francisco de Itabapoana,RJ,1118.037,3.4827057133333335,3.24584727,3.70520057,6.0
3304805,São Fidélis,RJ,1034.833,7.422484035,6.30726379,8.58938505,8.0
3304904,São Gonçalo,RJ,248.16,8.652472195,8.4181485,8.88679589,2.0
3305000,São João da Barra,RJ,452.396,2.669472945,2.52738604,2.81155985,2.0
3305133,São José de Ubá,RJ,249.688,7.44198754,7.44198754,7.44198754,1.0
3305158,São José do Vale do Rio Preto,RJ,220.178,10.877984,10.877984,10.877984,1.0
3305208,São Pedro da Aldeia,RJ,332.488,3.160604513333333,2.27672728,4.22313479,3.0
3305307,São Sebastião do Alto,RJ,397.214,9.3967034,9.12562581,9.66778099,2.0
3305406,Sapucaia,RJ,540.673,10.87066139,10.86756336,10.87375942,2.0
3305505,Saquarema,RJ,352.13,5.19563444,4.96609861,5.42517027,2.0
3305554,Seropédica,RJ,265.189,9.79902478,9.79902478,9.79902478,1.0
3305604,Silva Jardim,RJ,937.755,10.07410567142857,7.38819448,12.26674618,7.0
3305703,Sumidouro,RJ,413.407,11.303822253333335,10.52340043,12.12198371,3.0
3305752,Tanguá,RJ,143.007,7.15246259,7.15246259,7.15246259,1.0
3305802,Teresópolis,RJ,773.338,11.6424932175,11.10019722,12.36616477,4.0
3305901,Trajano de Moraes,RJ,591.151,9.5628235,9.03296656,9.90576599,3.0
3306008,Três Rios,RJ,322.843,10.653940135,10.39018516,10.91769511,2.0
3306107,Valença,RJ,1300.767,17.237299971111113,16.76733827,17.60803085,9.0
3306156,Varre-Sai,RJ,201.938,8.09116556,8.09116556,8.09116556,1.0
3306206,Vassouras,RJ,536.073,13.126965733333334,11.22721643,15.39772755,3.0
3500105,Adamantina,SP,411.987,7.98104469,7.51746681,8.47391303,3.0
3500204,Adolfo,SP,211.055,6.36640799,6.36640799,6.36640799,1.0
3500303,Aguaí,SP,474.554,6.51074801,6.49596196,6.52553406,2.0
3500402,Águas da Prata,SP,142.673,8.19396381,8.19396381,8.19396381,1.0
3500501,Águas de Lindóia,SP,60.126,7.96865257,7.96865257,7.96865257,1.0
3500550,Águas de Santa Bárbara,SP,404.463,7.834216860000001,7.67574795,8.12693372,3.0
3500709,Agudos,SP,966.708,7.535632523333334,6.44385873,8.07623869,6.0
3500758,Alambari,SP,159.6,9.926044,9.926044,9.926044,1.0
3500907,Altair,SP,313.007,8.77104224,8.77104224,8.77104224,1.0
3501004,Altinópolis,SP,928.956,9.096898623333333,8.78484255,9.26869845,6.0
3501103,Alto Alegre,SP,318.574,5.203238695,5.01538545,5.39109194,2.0
3501202,Álvares Florence,SP,362.411,6.804638360000001,6.73732662,6.83843505,3.0
3501301,Álvares Machado,SP,347.647,7.562810696666666,7.11472296,8.33055876,3.0
3501400,Álvaro de Carvalho,SP,153.662,7.27666541,7.27666541,7.27666541,1.0
3501608,Americana,SP,133.912,9.41008125,9.41008125,9.41008125,1.0
3501707,Américo Brasiliense,SP,122.958,8.49827481,8.14045239,8.85609723,2.0
3501806,Américo de Campos,SP,252.876,6.84237799,6.84237799,6.84237799,1.0
3501905,Amparo,SP,445.323,7.26765296,7.26765296,7.26765296,1.0
3502002,Analândia,SP,325.953,8.40420737,8.18297989,8.62543485,2.0
3502101,Andradina,SP,964.226,8.488370506666667,8.12158258,8.77301371,3.0
3502200,Angatuba,SP,1027.288,8.581874671666666,8.18213497,8.96283843,6.0
3502309,Anhembi,SP,736.557,7.126645676666667,6.78238887,7.38396989,3.0
3502408,Anhumas,SP,320.84,9.074367500000001,9.01494166,9.13379334,2.0
3502507,Aparecida,SP,120.89,10.69604517,10.69604517,10.69604517,1.0
3502606,Aparecida d'Oeste,SP,179.004,8.60008733,8.60008733,8.60008733,1.0
3502705,Apiaí,SP,974.322,9.1387220225,8.58966669,9.94153415,4.0
3502804,Araçatuba,SP,1167.126,7.056906482857143,6.5359547,7.74643936,7.0
3502903,Araçoiaba da Serra,SP,255.305,8.98142661,8.98142661,8.98142661,1.0
3503000,Aramina,SP,202.829,7.627024395,7.50958091,7.74446788,2.0
3503109,Arandu,SP,285.908,7.5987900825,7.02431682,8.14580354,4.0
3503208,Araraquara,SP,1003.625,8.508385658,7.50253994,9.12280942,5.0
3503307,Araras,SP,644.831,7.22343563,6.95869492,7.45860424,3.0
3503356,Arco-Íris,SP,264.904,6.856319125,6.80717311,6.90546514,2.0
3503406,Arealva,SP,506.226,6.30022281,6.30022281,6.30022281,1.0
3503505,Areias,SP,305.227,11.383666925,11.34550483,11.42182902,2.0
3503802,Artur Nogueira,SP,178.026,9.24363257,9.24363257,9.24363257,1.0
3504008,Assis,SP,460.609,8.821737266666666,8.50489333,9.32474462,3.0
3504107,Atibaia,SP,478.521,9.12133081,8.27225947,10.19669913,4.0
3504206,Auriflama,SP,434.498,6.987985385,6.81336917,7.1626016,2.0
3504305,Avaí,SP,540.689,6.486010706666666,6.42836858,6.58045367,3.0
3504404,Avanhandava,SP,338.37,5.272240265000001,5.01116086,5.53331967,2.0
3504503,Avaré,SP,1213.055,8.33811607,8.09088392,8.6316309,6.0
3504800,Bálsamo,SP,149.881,5.70793588,5.70793588,5.70793588,1.0
3504909,Bananal,SP,616.429,10.436233145,10.42595332,10.44651297,2.0
3505005,Barão de Antonina,SP,153.142,5.54880982,5.54880982,5.54880982,1.0
3505104,Barbosa,SP,205.212,5.32040054,5.32040054,5.32040054,1.0
3505203,Bariri,SP,444.405,7.51507287,6.61903822,8.41110752,2.0
3505302,Barra Bonita,SP,150.121,6.63143034,6.33345622,6.92940446,2.0
3505351,Barra do Chapéu,SP,405.681,8.50536273,8.46405567,8.53700018,3.0
3505401,Barra do Turvo,SP,1007.684,9.875583665,9.3289692,10.49889783,6.0
3505500,Barretos,SP,1566.161,7.9712499077777785,7.36510008,8.76597273,9.0
3505609,Barrinha,SP,146.025,7.44508557,7.44508557,7.44508557,1.0
3505807,Bastos,SP,170.912,7.29722506,7.29722506,7.29722506,1.0
3505906,Batatais,SP,849.526,8.088161411666666,7.50169502,8.76766257,6.0
3506003,Bauru,SP,667.684,6.457940684,6.18306097,6.5553878,5.0
3506102,Bebedouro,SP,683.192,7.72109184,7.61012605,7.84078844,3.0
3506201,Bento de Abreu,SP,301.687,6.83759013,6.83759013,6.83759013,1.0
3506300,Bernardino de Campos,SP,244.158,6.897438425,6.81308753,6.98178932,2.0
3506359,Bertioga,SP,491.546,9.957399813333334,9.888586,10.04602224,3.0
3506409,Bilac,SP,158.025,6.223194534999999,6.07603813,6.37035094,2.0
3506508,Birigui,SP,530.031,5.926581663333334,5.78172531,6.11828398,3.0
3506607,Biritiba Mirim,SP,317.406,10.04292421,10.04292421,10.04292421,1.0
3506706,Boa Esperança do Sul,SP,690.748,9.106812316,8.65416203,9.55484372,5.0
3506805,Bocaina,SP,363.926,7.62871423,7.43719967,7.82022879,2.0
3506904,Bofete,SP,653.541,8.265312376666666,7.72531643,8.83891725,3.0
3507001,Boituva,SP,248.954,8.631490085,8.58487882,8.67810135,2.0
3507209,Borá,SP,118.951,8.54150641,8.54150641,8.54150641,1.0
3507407,Borborema,SP,552.256,7.28145328,6.76098431,7.80192225,2.0
3507456,Borebi,SP,347.989,7.7440454249999995,7.45635113,8.03173972,2.0
3507506,Botucatu,SP,1482.642,7.6151955575,6.92996774,8.03314791,8.0
3507605,Bragança Paulista,SP,512.584,7.688046193333332,7.34059748,8.0965167,3.0
3507704,Braúna,SP,195.176,6.13433741,6.13433741,6.13433741,1.0
3507803,Brodowski,SP,278.458,8.378155755,8.2407159,8.51559561,2.0
3507902,Brotas,SP,1101.373,7.917716135714286,7.45747769,8.17988186,7.0
3508009,Buri,SP,1196.463,8.673407363333334,7.86613595,9.37374981,6.0
3508108,Buritama,SP,326.921,5.509004829999999,5.2364721,5.75722272,3.0
3508207,Buritizal,SP,266.42,7.47831898,7.47831898,7.47831898,1.0
3508306,Cabrália Paulista,SP,239.974,7.5202832,7.5202832,7.5202832,1.0
3508405,Cabreúva,SP,260.234,8.65500695,8.65500695,8.65500695,1.0
3508504,Caçapava,SP,368.99,11.402536745,11.10047886,11.70459463,2.0
3508603,Cachoeira Paulista,SP,287.99,9.5027405,9.5027405,9.5027405,1.0
3508702,Caconde,SP,468.214,6.90560596,6.5539796,7.25723232,2.0
3508801,Cafelândia,SP,920.28,5.7346446533333335,5.42883158,6.00140378,6.0
3508900,Caiabu,SP,253.352,7.61942014,7.44086098,7.7979793,2.0
3509007,Caieiras,SP,97.642,10.50340406,10.50340406,10.50340406,1.0
3509106,Caiuá,SP,551.159,10.054541815,9.57455846,10.66928946,4.0
3509205,Cajamar,SP,131.386,9.75396254,9.75396254,9.75396254,1.0
3509254,Cajati,SP,454.436,9.221195326666667,8.60712831,9.92801547,3.0
3509304,Cajobi,SP,176.929,7.48169865,7.48169865,7.48169865,1.0
3509403,Cajuru,SP,660.088,9.52907375,9.44782088,9.61229809,4.0
3509452,Campina do Monte Alegre,SP,184.479,7.79882422,7.79882422,7.79882422,1.0
3509502,Campinas,SP,794.571,8.728796375,7.13359277,9.67144229,4.0
3509601,Campo Limpo Paulista,SP,79.403,9.1875864,9.1875864,9.1875864,1.0
3509700,Campos do Jordão,SP,289.981,8.49757071,8.49757071,8.49757071,1.0
3509809,Campos Novos Paulista,SP,484.199,8.086377695,8.00723712,8.16551827,2.0
3509908,Cananéia,SP,1237.354,7.98961456,6.46075707,8.95410762,7.0
3509957,Canas,SP,53.261,10.26598234,10.26598234,10.26598234,1.0
3510005,Cândido Mota,SP,595.811,8.3461897225,8.25958571,8.43420193,4.0
3510104,Cândido Rodrigues,SP,70.892,10.04714879,10.04714879,10.04714879,1.0
3510203,Capão Bonito,SP,1640.229,9.390835915555556,8.81413301,10.56114007,9.0
3510302,Capela do Alto,SP,169.89,9.49964247,9.49964247,9.49964247,1.0
3510401,Capivari,SP,322.878,9.130836125,8.97185088,9.28982137,2.0
3510500,Caraguatatuba,SP,484.947,7.638853236666667,7.0119247,8.78005469,3.0
3510708,Cardoso,SP,639.248,6.846320936666667,6.28304283,7.34820173,3.0
3510807,Casa Branca,SP,864.225,6.89081991,6.64523065,7.30595588,5.0
3510906,Cássia dos Coqueiros,SP,191.683,9.29855219,9.29855219,9.29855219,1.0
3511003,Castilho,SP,1065.318,9.124700418571429,8.55530672,9.6094817,7.0
3511102,Catanduva,SP,290.596,8.616844855,8.33422006,8.89946965,2.0
3511300,Cedral,SP,197.838,7.50113174,7.50113174,7.50113174,1.0
3511409,Cerqueira César,SP,511.621,8.06243838,8.06243838,8.06243838,1.0
3511508,Cerquilho,SP,127.803,9.03747278,9.03747278,9.03747278,1.0
3511607,Cesário Lange,SP,190.392,9.021700995,8.76202979,9.2813722,2.0
3511706,Charqueada,SP,175.846,8.78540583,8.78540583,8.78540583,1.0
3512001,Colina,SP,422.303,7.479633293333333,7.36425516,7.56027594,3.0
3512100,Colômbia,SP,728.648,9.0728888925,8.0914472,10.0392629,4.0
3512209,Conchal,SP,182.793,7.45409802,7.45409802,7.45409802,1.0
3512308,Conchas,SP,466.12,8.033147915,7.51436878,8.55192705,2.0
3512407,Cordeirópolis,SP,137.579,8.02610694,8.02610694,8.02610694,1.0
3512506,Coroados,SP,246.825,5.5980966500000005,5.36349132,5.83270198,2.0
3512605,Coronel Macedo,SP,303.83,6.35148112,6.35148112,6.35148112,1.0
3512704,Corumbataí,SP,278.622,8.28704552,7.86669923,8.70739181,2.0
3512902,Cosmorama,SP,441.68,6.522248266666666,6.30867198,6.67001489,3.0
3513009,Cotia,SP,323.994,9.179418864999999,8.51080775,9.84802998,2.0
3513108,Cravinhos,SP,311.423,8.280849459999999,7.71517742,8.8465215,2.0
3513207,Cristais Paulista,SP,385.23,7.002208155,6.85223536,7.15218095,2.0
3513306,Cruzália,SP,149.33,8.28549651,8.28549651,8.28549651,1.0
3513405,Cruzeiro,SP,305.699,8.1621386,8.1621386,8.1621386,1.0
3513504,Cubatão,SP,142.879,9.98180853,9.98180853,9.98180853,1.0
3513603,Cunha,SP,1407.25,9.474335188571429,9.04000753,10.32540818,7.0
3513702,Descalvado,SP,753.706,8.416402338000001,7.87430349,8.86229329,5.0
